entity,cycles,instructions,cache_misses,time_ns,original_data
1082,108700,163050,163,54350,"./strange_loop.pl,prolog_fact,168,"implements(mes, scheme).""
1083,108800,163200,163,54400,"./strange_loop.pl,prolog_fact,171,"bootstrap_chain([""
1084,108900,163350,163,54450,"./strange_loop.pl,prolog_fact,192,"strange_loop_closes(scheme, scheme).""
1085,109000,163500,163,54500,"./strange_loop.pl,prolog_fact,198,"language(minizinc, constraint_programming, 2007).""
1086,109100,163650,163,54550,"./strange_loop.pl,prolog_fact,199,"purpose(minizinc, 'Declarative constraint modeling').""
1087,109200,163800,163,54600,"./strange_loop.pl,prolog_fact,200,"property(minizinc, optimization).""
1088,109300,163950,163,54650,"./strange_loop.pl,prolog_fact,203,"minizinc_model('optimal_build_plan.mzn', build_scheduling).""
1089,109400,164100,164,54700,"./strange_loop.pl,prolog_fact,204,"minizinc_model('build_schedule.mzn', bott_periodicity).""
1090,109500,164250,164,54750,"./strange_loop.pl,prolog_fact,205,"minizinc_model('universe_of_minizinc.mzn', meta_reasoning).""
1091,109600,164400,164,54800,"./strange_loop.pl,prolog_fact,208,"reasons_about(minizinc, system_optimization).""
1092,109700,164550,164,54850,"./strange_loop.pl,prolog_fact,214,"tool(perf, performance_analysis, linux).""
1093,109800,164700,164,54900,"./strange_loop.pl,prolog_fact,215,"purpose(perf, 'Measure CPU cycles, cache misses').""
1094,109900,164850,164,54950,"./strange_loop.pl,prolog_fact,216,"measures(perf, [cycles, instructions, cache_misses, branches]).""
1095,110000,165000,165,55000,"./strange_loop.pl,prolog_fact,219,"perf_trace_contains(monster_primes, [2,5,13,19]).""
1096,110100,165150,165,55050,"./strange_loop.pl,prolog_fact,225,"format(elf, executable_linkable_format).""
1097,110200,165300,165,55100,"./strange_loop.pl,prolog_fact,226,"library(goblin, rust_elf_parser).""
1098,110300,165450,165,55150,"./strange_loop.pl,prolog_fact,227,"purpose(goblin, 'Parse ELF binaries in Rust').""
1099,110400,165600,165,55200,"./strange_loop.pl,prolog_fact,230,"tool_at_layer(goblin, 7, layer_71).""
1100,110500,165750,165,55250,"./strange_loop.pl,prolog_fact,236,"library(crossbeam, rust_concurrency).""
1101,110600,165900,165,55300,"./strange_loop.pl,prolog_fact,237,"purpose(crossbeam, 'Lock-free data structures').""
1102,110700,166050,166,55350,"./strange_loop.pl,prolog_fact,238,"property(crossbeam, wait_free_algorithms).""
1103,110800,166200,166,55400,"./strange_loop.pl,prolog_fact,241,"parallel_execution(24_workers, crossbeam).""
1104,110900,166350,166,55450,"./strange_loop.pl,prolog_fact,247,"platform(cuda, gpu_computing).""
1105,111000,166500,166,55500,"./strange_loop.pl,prolog_fact,248,"purpose(cuda, 'Massively parallel computation').""
1106,111100,166650,166,55550,"./strange_loop.pl,prolog_fact,249,"property(cuda, thousands_of_cores).""
1107,111200,166800,166,55600,"./strange_loop.pl,prolog_fact,252,"accelerates(gpu, pnm_lattice_computation).""
1108,111300,166950,166,55650,"./strange_loop.pl,prolog_fact,258,"architecture(transformer, neural_network).""
1109,111400,167100,167,55700,"./strange_loop.pl,prolog_fact,259,"purpose(transformer, 'Attention-based sequence modeling').""
1110,111500,167250,167,55750,"./strange_loop.pl,prolog_fact,260,"property(transformer, self_attention).""
1111,111600,167400,167,55800,"./strange_loop.pl,prolog_fact,263,"learns(transformer, patterns_in_data).""
1112,111700,167550,167,55850,"./strange_loop.pl,prolog_fact,267,"attention_mechanism(transformer, focus_on_important).""
1113,111800,167700,167,55900,"./strange_loop.pl,prolog_fact,268,"attention_mechanism(our_system, focus_on_primes).""
1114,111900,167850,167,55950,"./strange_loop.pl,prolog_fact,274,"algorithm(deep_q_network, reinforcement_learning).""
1115,112000,168000,168,56000,"./strange_loop.pl,prolog_fact,275,"purpose(dqn, 'Learn optimal policies through experience').""
1116,112100,168150,168,56050,"./strange_loop.pl,prolog_fact,276,"property(dqn, value_function_approximation).""
1117,112200,168300,168,56100,"./71_meme_mining.pl,prolog_fact,11,"monster_primes([2,3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71]).""
1118,112300,168450,168,56150,"./71_meme_mining.pl,prolog_fact,39,"generate_prompt(2, "Generate a meme about types: int, bool, char. Show the foundation of computation.").""
1119,112400,168600,168,56200,"./71_meme_mining.pl,prolog_fact,40,"generate_prompt(3, "Create a meme about operators: +, -, *, /. Visualize mathematical operations.").""
1120,112500,168750,168,56250,"./71_meme_mining.pl,prolog_fact,41,"generate_prompt(5, "Design a meme about variables: x, y, z. Illustrate state and mutation.").""
1121,112600,168900,168,56300,"./71_meme_mining.pl,prolog_fact,42,"generate_prompt(7, "Make a meme about control flow: if, while, for. Show branching paths.").""
1122,112700,169050,169,56350,"./71_meme_mining.pl,prolog_fact,43,"generate_prompt(11, "Craft a meme about functions: def, fn, lambda. Depict abstraction.").""
1123,112800,169200,169,56400,"./71_meme_mining.pl,prolog_fact,44,"generate_prompt(13, "Build a meme about pointers: *ptr, &ref. Visualize memory references.").""
1124,112900,169350,169,56450,"./71_meme_mining.pl,prolog_fact,45,"generate_prompt(17, "Compose a meme about structures: struct, record. Show data organization.").""
1125,113000,169500,169,56500,"./71_meme_mining.pl,prolog_fact,46,"generate_prompt(19, "Create a meme about arrays: [], vector. Illustrate collections.").""
1126,113100,169650,169,56550,"./71_meme_mining.pl,prolog_fact,47,"generate_prompt(23, "Generate a meme about memory: malloc, free. Show resource management.").""
1127,113200,169800,169,56600,"./71_meme_mining.pl,prolog_fact,48,"generate_prompt(29, "Design a meme about optimization: SSA, inlining. Visualize speed.").""
1128,113300,169950,169,56650,"./71_meme_mining.pl,prolog_fact,49,"generate_prompt(31, "Make a meme about output: print, write. Show communication.").""
1129,113400,170100,170,56700,"./71_meme_mining.pl,prolog_fact,50,"generate_prompt(37, "Craft a meme about loops: loop, iterate. Depict repetition.").""
1130,113500,170250,170,56750,"./71_meme_mining.pl,prolog_fact,51,"generate_prompt(41, "Build a meme about machine code: asm, linking. Show low-level execution.").""
1131,113600,170400,170,56800,"./71_meme_mining.pl,prolog_fact,52,"generate_prompt(43, "Compose a meme about safety: borrow, lifetime. Illustrate Rust's guarantees.").""
1132,113700,170550,170,56850,"./71_meme_mining.pl,prolog_fact,53,"generate_prompt(47, "Create a meme about networking: tcp, http. Show distributed systems.").""
1133,113800,170700,170,56900,"./71_meme_mining.pl,prolog_fact,54,"generate_prompt(53, "Generate a meme about generics: <T>, impl. Visualize polymorphism.").""
1134,113900,170850,170,56950,"./71_meme_mining.pl,prolog_fact,55,"generate_prompt(59, "Design a meme about macros: macro!, quote. Show metaprogramming.").""
1135,114000,171000,171,57000,"./71_meme_mining.pl,prolog_fact,56,"generate_prompt(61, "Make a meme about reflection: typeof, meta. Illustrate introspection.").""
1136,114100,171150,171,57050,"./71_meme_mining.pl,prolog_fact,57,"generate_prompt(67, "Craft a meme about metaprogramming: eval, compile. Depict code generation.").""
1137,114200,171300,171,57100,"./71_meme_mining.pl,prolog_fact,58,"generate_prompt(71, "Build a meme about the universe: Type, Kind, Universe. Show the infinite.").""
1138,114300,171450,171,57150,"./fifth_generation.pl,prolog_fact,278,"llm_execution(pure, local, deterministic, content_addressed).""
1139,114400,171600,171,57200,"./fifth_generation.pl,prolog_fact,279,"llm_execution(impure, external, non_deterministic, side_effects).""
1140,114500,171750,171,57250,"./fifth_generation.pl,prolog_fact,282,"llm_bisimulation(pure, impure, same_prompt, temperature_zero).""
1141,114600,171900,171,57300,"./fifth_generation.pl,prolog_fact,285,"build_pipeline(llm, generates, code).""
1142,114700,172050,172,57350,"./fifth_generation.pl,prolog_fact,286,"build_pipeline(code, built_by, nix).""
1143,114800,172200,172,57400,"./fifth_generation.pl,prolog_fact,287,"build_pipeline(nix, measured_by, perf).""
1144,114900,172350,172,57450,"./fifth_generation.pl,prolog_fact,288,"build_pipeline(perf, reasoned_by, prolog).""
1145,115000,172500,172,57500,"./fifth_generation.pl,prolog_fact,291,"generation(1, machine_code).""
1146,115100,172650,172,57550,"./fifth_generation.pl,prolog_fact,292,"generation(2, assembly).""
1147,115200,172800,172,57600,"./fifth_generation.pl,prolog_fact,293,"generation(3, high_level).""
1148,115300,172950,172,57650,"./fifth_generation.pl,prolog_fact,294,"generation(4, logic_declarative).""
1149,115400,173100,173,57700,"./fifth_generation.pl,prolog_fact,295,"generation(5, ai_reasoning).""
1150,115500,173250,173,57750,"./coq_proof_harmonics.pl,prolog_fact,14,"coq_theorem('Clight_semantics', 'Operational semantics of Clight', 2, 'cfrontend/Clight.v').""
1151,115600,173400,173,57800,"./coq_proof_harmonics.pl,prolog_fact,15,"coq_theorem('RTL_semantics', 'Register Transfer Language semantics', 13, 'backend/RTL.v').""
1152,115700,173550,173,57850,"./coq_proof_harmonics.pl,prolog_fact,16,"coq_theorem('LTL_semantics', 'Location Transfer Language', 17, 'backend/LTL.v').""
1153,115800,173700,173,57900,"./coq_proof_harmonics.pl,prolog_fact,17,"coq_theorem('Mach_semantics', 'Abstract machine semantics', 19, 'backend/Mach.v').""
1154,115900,173850,173,57950,"./coq_proof_harmonics.pl,prolog_fact,18,"coq_theorem('Asm_semantics', 'Assembly semantics', 41, 'backend/Asm.v').""
1155,116000,174000,174,58000,"./coq_proof_harmonics.pl,prolog_fact,21,"coq_theorem('SimplLocals_correct', 'Local variable simplification correct', 5, 'cfrontend/SimplLocals.v').""
1156,116100,174150,174,58050,"./coq_proof_harmonics.pl,prolog_fact,22,"coq_theorem('Cminorgen_correct', 'Cminor generation correct', 7, 'cfrontend/Cminorgen.v').""
1157,116200,174300,174,58100,"./coq_proof_harmonics.pl,prolog_fact,23,"coq_theorem('Selection_correct', 'Instruction selection correct', 11, 'backend/Selection.v').""
1158,116300,174450,174,58150,"./coq_proof_harmonics.pl,prolog_fact,24,"coq_theorem('RTLgen_correct', 'RTL generation correct', 13, 'backend/RTLgen.v').""
1159,116400,174600,174,58200,"./coq_proof_harmonics.pl,prolog_fact,25,"coq_theorem('Tailcall_correct', 'Tail call optimization correct', 17, 'backend/Tailcall.v').""
1160,116500,174750,174,58250,"./coq_proof_harmonics.pl,prolog_fact,26,"coq_theorem('Inlining_correct', 'Inlining correct', 19, 'backend/Inlining.v').""
1161,116600,174900,174,58300,"./coq_proof_harmonics.pl,prolog_fact,27,"coq_theorem('Constprop_correct', 'Constant propagation correct', 23, 'backend/Constprop.v').""
1162,116700,175050,175,58350,"./coq_proof_harmonics.pl,prolog_fact,28,"coq_theorem('Allocation_correct', 'Register allocation correct', 29, 'backend/Allocation.v').""
1163,116800,175200,175,58400,"./coq_proof_harmonics.pl,prolog_fact,29,"coq_theorem('Linearize_correct', 'Linearization correct', 31, 'backend/Linearize.v').""
1164,116900,175350,175,58450,"./coq_proof_harmonics.pl,prolog_fact,30,"coq_theorem('Asmgen_correct', 'Assembly generation correct', 41, 'backend/Asmgen.v').""
1165,117000,175500,175,58500,"./coq_proof_harmonics.pl,prolog_fact,37,"prime_harmonic(2, 0.5).""
1166,117100,175650,175,58550,"./coq_proof_harmonics.pl,prolog_fact,38,"prime_harmonic(3, 0.333).""
1167,117200,175800,175,58600,"./coq_proof_harmonics.pl,prolog_fact,39,"prime_harmonic(5, 0.2).""
1168,117300,175950,175,58650,"./coq_proof_harmonics.pl,prolog_fact,40,"prime_harmonic(7, 0.143).""
1169,117400,176100,176,58700,"./coq_proof_harmonics.pl,prolog_fact,41,"prime_harmonic(11, 0.091).""
1170,117500,176250,176,58750,"./coq_proof_harmonics.pl,prolog_fact,42,"prime_harmonic(13, 0.077).""
1171,117600,176400,176,58800,"./coq_proof_harmonics.pl,prolog_fact,43,"prime_harmonic(17, 0.059).""
1172,117700,176550,176,58850,"./coq_proof_harmonics.pl,prolog_fact,44,"prime_harmonic(19, 0.053).""
1173,117800,176700,176,58900,"./coq_proof_harmonics.pl,prolog_fact,45,"prime_harmonic(23, 0.043).""
1174,117900,176850,176,58950,"./coq_proof_harmonics.pl,prolog_fact,46,"prime_harmonic(29, 0.034).""
1175,118000,177000,177,59000,"./coq_proof_harmonics.pl,prolog_fact,47,"prime_harmonic(31, 0.032).""
1176,118100,177150,177,59050,"./coq_proof_harmonics.pl,prolog_fact,48,"prime_harmonic(41, 0.024).""
1177,118200,177300,177,59100,"./coq_proof_harmonics.pl,prolog_fact,49,"prime_harmonic(71, 0.014).""
1178,118300,177450,177,59150,"./coq_proof_harmonics.pl,prolog_fact,52,"resonance(2, 3, 5, addition).      % 2+3=5""
1179,118400,177600,177,59200,"./coq_proof_harmonics.pl,prolog_fact,53,"resonance(2, 5, 7, addition).      % 2+5=7""
1180,118500,177750,177,59250,"./coq_proof_harmonics.pl,prolog_fact,54,"resonance(3, 5, 2, multiplication). % 3*5=15≈2 (mod 13)""
1181,118600,177900,177,59300,"./coq_proof_harmonics.pl,prolog_fact,55,"resonance(7, 11, 18, addition).    % 7+11=18""
1182,118700,178050,178,59350,"./coq_proof_harmonics.pl,prolog_fact,56,"resonance(13, 17, 30, addition).   % 13+17=30""
1183,118800,178200,178,59400,"./coq_proof_harmonics.pl,prolog_fact,57,"resonance(19, 23, 42, addition).   % 19+23=42≈41""
1184,118900,178350,178,59450,"./coq_proof_harmonics.pl,prolog_fact,58,"resonance(29, 31, 60, addition).   % 29+31=60""
1185,119000,178500,178,59500,"./coq_proof_harmonics.pl,prolog_fact,253,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
1186,119100,178650,178,59550,"./coq_proof_harmonics.pl,prolog_fact,254,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
1187,119200,178800,178,59600,"./coq_proof_harmonics.pl,prolog_fact,255,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫'). emoji_prime(23, '⚪').""
1188,119300,178950,178,59650,"./coq_proof_harmonics.pl,prolog_fact,256,"emoji_prime(29, '🔺'). emoji_prime(31, '🔻'). emoji_prime(41, '🔷').""
1189,119400,179100,179,59700,"./coq_proof_harmonics.pl,prolog_fact,257,"emoji_prime(71, '🍄'). emoji_prime(_, '⚫').""
1190,119500,179250,179,59750,"./consume_parquet_git_prolog.pl,prolog_fact,9,"total_consumed(0).""
1191,119600,179400,179,59800,"./reason_scryer.pl,prolog_fact,15,"csv_rows([Row|Rows]) --> csv_row(Row), !, csv_rows(Rows).""
1192,119700,179550,179,59850,"./reason_scryer.pl,prolog_fact,16,"csv_rows([]) --> [].""
1193,119800,179700,179,59900,"./reason_scryer.pl,prolog_fact,18,"csv_row(Row) --> csv_fields(Row), "n".""
1194,119900,179850,179,59950,"./reason_scryer.pl,prolog_fact,19,"csv_row(Row) --> csv_fields(Row), eos.""
1195,120000,180000,180,60000,"./reason_scryer.pl,prolog_fact,21,"csv_fields([Field|Fields]) --> csv_field(Field), ",", !, csv_fields(Fields).""
1196,120100,180150,180,60050,"./reason_scryer.pl,prolog_fact,22,"csv_fields([Field]) --> csv_field(Field).""
1197,120200,180300,180,60100,"./reason_scryer.pl,prolog_fact,24,"csv_field(Field) --> """, string(Codes), """, { atom_codes(Field, Codes) }.""
1198,120300,180450,180,60150,"./reason_scryer.pl,prolog_fact,25,"csv_field(Field) --> string(Codes), { Codes = [], atom_codes(Field, Codes) }.""
1199,120400,180600,180,60200,"./index_all_parquets.pl,prolog_fact,5,"meta_parquet('/mnt/data1/time2/time/2023/07/30/meta-meme/plocate_witness/lists_of_lists.parquet').""
1200,120500,180750,180,60250,"./comprehend_lean_core.pl,prolog_fact,152,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
1201,120600,180900,180,60300,"./comprehend_lean_core.pl,prolog_fact,153,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
1202,120700,181050,181,60350,"./comprehend_lean_core.pl,prolog_fact,154,"emoji_prime(17, '🟤'). emoji_prime(19, '⚫').""
1203,120800,181200,181,60400,"./pump_token_tracker.pl,prolog_fact,12,"pump_token('BwUTq7fS6sfUmHDwAiCQZ3asSiPEapW5zDrsbwtapump').""
1204,120900,181350,181,60450,"./pump_token_tracker.pl,prolog_fact,13,"pump_token_balance(14.983088791).  % From account data""
1205,121000,181500,181,60500,"./pump_token_tracker.pl,prolog_fact,69,"cohort_member('Whale1', whale).""
1206,121100,181650,181,60550,"./pump_token_tracker.pl,prolog_fact,70,"cohort_member('Trader1', trader).""
1207,121200,181800,181,60600,"./pump_token_tracker.pl,prolog_fact,71,"cohort_member('Holder1', holder).""
1208,121300,181950,181,60650,"./pump_token_tracker.pl,prolog_fact,72,"cohort_member('Degen1', degen).""
1209,121400,182100,182,60700,"./pump_token_tracker.pl,prolog_fact,73,"cohort_member('Bot1', bot).""
1210,121500,182250,182,60750,"./extract_keywords_find_similar.pl,prolog_fact,12,"high_value_projects([""
1211,121600,182400,182,60800,"./automorphic_orbits.pl,prolog_fact,38,"automorphism(prolog_interpreter, prolog, prolog).""
1212,121700,182550,182,60850,"./automorphic_orbits.pl,prolog_fact,39,"automorphism(metacoq, coq, coq).""
1213,121800,182700,182,60900,"./automorphic_orbits.pl,prolog_fact,40,"automorphism(gcc_bootstrap, gcc, gcc).""
1214,121900,182850,182,60950,"./automorphic_orbits.pl,prolog_fact,52,"apply(prolog_interpreter, prolog, prolog).""
1215,122000,183000,183,61000,"./automorphic_orbits.pl,prolog_fact,53,"apply(metacoq, coq, coq).""
1216,122100,183150,183,61050,"./automorphic_orbits.pl,prolog_fact,54,"apply(gcc_bootstrap, gcc, gcc).""
1217,122200,183300,183,61100,"./automorphic_orbits.pl,prolog_fact,57,"orbit_length(prolog_interpreter, 1).""
1218,122300,183450,183,61150,"./automorphic_orbits.pl,prolog_fact,58,"orbit_length(metacoq, 1).""
1219,122400,183600,183,61200,"./automorphic_orbits.pl,prolog_fact,59,"orbit_length(gcc_bootstrap, 1).""
1220,122500,183750,183,61250,"./automorphic_orbits.pl,prolog_fact,73,"eigenvector(prolog_interpreter, athena, eigenvalue(1)).""
1221,122600,183900,183,61300,"./automorphic_orbits.pl,prolog_fact,74,"eigenvector(metacoq, athena, eigenvalue(1)).""
1222,122700,184050,184,61350,"./automorphic_orbits.pl,prolog_fact,75,"eigenvector(gcc_bootstrap, athena, eigenvalue(1)).""
1223,122800,184200,184,61400,"./automorphic_orbits.pl,prolog_fact,104,"self_referential_pattern(""
1224,122900,184350,184,61450,"./automorphic_orbits.pl,prolog_fact,109,"self_referential_pattern(""
1225,123000,184500,184,61500,"./automorphic_orbits.pl,prolog_fact,114,"self_referential_pattern(""
1226,123100,184650,184,61550,"./automorphic_orbits.pl,prolog_fact,126,"endofunctor(prolog_interpreter, category(logic_programming)).""
1227,123200,184800,184,61600,"./automorphic_orbits.pl,prolog_fact,127,"endofunctor(metacoq, category(type_theory)).""
1228,123300,184950,184,61650,"./automorphic_orbits.pl,prolog_fact,128,"endofunctor(gcc_bootstrap, category(compilation)).""
1229,123400,185100,185,61700,"./automorphic_orbits.pl,prolog_fact,131,"natural_transformation(System, identity, System).""
1230,123500,185250,185,61750,"./automorphic_orbits.pl,prolog_fact,140,"monad(prolog_interpreter).""
1231,123600,185400,185,61800,"./automorphic_orbits.pl,prolog_fact,141,"monad(metacoq).""
1232,123700,185550,185,61850,"./automorphic_orbits.pl,prolog_fact,142,"monad(gcc_bootstrap).""
1233,123800,185700,185,61900,"./automorphic_orbits.pl,prolog_fact,174,"athena_basis_vector(1, prolog_interpreter).""
1234,123900,185850,185,61950,"./automorphic_orbits.pl,prolog_fact,175,"athena_basis_vector(2, metacoq).""
1235,124000,186000,186,62000,"./automorphic_orbits.pl,prolog_fact,176,"athena_basis_vector(3, gcc_bootstrap).""
1236,124100,186150,186,62050,"./automorphic_orbits.pl,prolog_fact,177,"athena_basis_vector(4, lean4_self_hosting).""
1237,124200,186300,186,62100,"./automorphic_orbits.pl,prolog_fact,178,"athena_basis_vector(5, rust_self_compiling).""
1238,124300,186450,186,62150,"./automorphic_orbits.pl,prolog_fact,179,"athena_basis_vector(6, our_system).""
1239,124400,186600,186,62200,"./flag_lattice.pl,prolog_fact,12,"flag_prime(2, '-O0', 'No optimization').""
1240,124500,186750,186,62250,"./flag_lattice.pl,prolog_fact,13,"flag_prime(3, '-O1', 'Basic optimization').""
1241,124600,186900,186,62300,"./flag_lattice.pl,prolog_fact,14,"flag_prime(5, '-O2', 'Standard optimization').""
1242,124700,187050,187,62350,"./flag_lattice.pl,prolog_fact,15,"flag_prime(7, '-O3', 'Aggressive optimization').""
1243,124800,187200,187,62400,"./flag_lattice.pl,prolog_fact,16,"flag_prime(11, '-Os', 'Size optimization').""
1244,124900,187350,187,62450,"./flag_lattice.pl,prolog_fact,17,"flag_prime(13, '-march=native', 'Native architecture').""
1245,125000,187500,187,62500,"./flag_lattice.pl,prolog_fact,18,"flag_prime(17, '-fno-inline', 'Disable inlining').""
1246,125100,187650,187,62550,"./flag_lattice.pl,prolog_fact,19,"flag_prime(19, '-funroll-loops', 'Unroll loops').""
1247,125200,187800,187,62600,"./flag_lattice.pl,prolog_fact,286,"find_factor(N, _, N).""
1248,125300,187950,187,62650,"./flag_lattice.pl,prolog_fact,288,"emoji_prime(2, '🔴'). emoji_prime(3, '🟠'). emoji_prime(5, '🟡').""
1249,125400,188100,188,62700,"./flag_lattice.pl,prolog_fact,289,"emoji_prime(7, '🟢'). emoji_prime(11, '🔵'). emoji_prime(13, '🟣').""
1250,125500,188250,188,62750,"./closed_loop_primes.pl,prolog_fact,95,"(* Translated from Rust *)""
1251,125600,188400,188,62800,"./closed_loop_primes.pl,prolog_fact,97,"(* Prime checker *)""
1252,125700,188550,188,62850,"./closed_loop_primes.pl,prolog_fact,113,"(* Monster group primes *)""
1253,125800,188700,188,62900,"./closed_loop_primes.pl,prolog_fact,117,"(* Prime signature *)""
1254,125900,188850,188,62950,"./closed_loop_primes.pl,prolog_fact,121,"(* Theorem: All Monster primes are prime *)""
1255,126000,189000,189,63000,"./closed_loop_primes.pl,prolog_fact,130,"(* Theorem: Prime signature preserves structure *)""
1256,126100,189150,189,63050,"./closed_loop_primes.pl,prolog_fact,169,"(* Extracted from Coq *)""
1257,126200,189300,189,63100,"./closed_loop_primes.pl,prolog_fact,221,"(* Translated from OCaml *)""
1258,126300,189450,189,63150,"./expert_system_models.pl,prolog_fact,13,"concept(monster).""
1259,126400,189600,189,63200,"./expert_system_models.pl,prolog_fact,14,"concept(godel).""
1260,126500,189750,189,63250,"./expert_system_models.pl,prolog_fact,15,"concept(kurt).""
1261,126600,189900,189,63300,"./expert_system_models.pl,prolog_fact,16,"concept(umberto).""
1262,126700,190050,190,63350,"./expert_system_models.pl,prolog_fact,17,"concept(athena).""
1263,126800,190200,190,63400,"./expert_system_models.pl,prolog_fact,18,"concept(urania).""
1264,126900,190350,190,63450,"./expert_system_models.pl,prolog_fact,19,"concept(platonic).""
1265,127000,190500,190,63500,"./expert_system_models.pl,prolog_fact,20,"concept(pnm_lattice).""
1266,127100,190650,190,63550,"./expert_system_models.pl,prolog_fact,21,"concept(keywords).""
1267,127200,190800,190,63600,"./shard_into_71.pl,prolog_fact,7,"monster_primes([2,3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71]).""
1268,127300,190950,190,63650,"./reason_lists_of_lists.pl,prolog_fact,13,"prime_lattice([2,3,5,7,11,13,17,19,23,29,31,37,41,43,47,53,59,61,67,71]).""
1269,127400,191100,191,63700,"./extract_noweb.pl,prolog_fact,38,"extract_code_lines([], Acc, Acc).""
1270,127500,191250,191,63750,"./meta_prolog_universal_lift.pl,prolog_fact,12,"lift_level(0, source, 'Source code (Prolog/Coq/Lean4)').""
1271,127600,191400,191,63800,"./meta_prolog_universal_lift.pl,prolog_fact,13,"lift_level(1, meta_prolog, 'Meta-Prolog universal representation').""
1272,127700,191550,191,63850,"./meta_prolog_universal_lift.pl,prolog_fact,14,"lift_level(2, coq_term, 'Coq term via reflection').""
1273,127800,191700,191,63900,"./meta_prolog_universal_lift.pl,prolog_fact,15,"lift_level(3, metacoq_quote, 'MetaCoq quoted term').""
1274,127900,191850,191,63950,"./meta_prolog_universal_lift.pl,prolog_fact,16,"lift_level(4, ocaml_extract, 'OCaml via MetaCoq extraction').""
1275,128000,192000,192,64000,"./meta_prolog_universal_lift.pl,prolog_fact,17,"lift_level(5, rust_ffi, 'Rust via OCaml FFI').""
1276,128100,192150,192,64050,"./meta_prolog_universal_lift.pl,prolog_fact,18,"lift_level(6, wasm, 'WASM pure functions').""
1277,128200,192300,192,64100,"./perf_data.pl,prolog_fact,9,"perf_trace(0, 800, 1000, 10, 150).""
1278,128300,192450,192,64150,"./perf_data.pl,prolog_fact,10,"instruction_class(0, mixed, 1.25, 0.0100).""
1279,128400,192600,192,64200,"./perf_data.pl,prolog_fact,11,"prime_invariant(0, 2).""
1280,128500,192750,192,64250,"./perf_data.pl,prolog_fact,12,"harmonic_layer(0, 2).""
1281,128600,192900,192,64300,"./perf_data.pl,prolog_fact,13,"perf_trace(1, 1608, 2010, 20, 301).""
1282,128700,193050,193,64350,"./perf_data.pl,prolog_fact,14,"instruction_class(1, mixed, 1.25, 0.0100).""
1283,128800,193200,193,64400,"./perf_data.pl,prolog_fact,15,"prime_invariant(1, 3).""
1284,128900,193350,193,64450,"./perf_data.pl,prolog_fact,16,"harmonic_layer(1, 3).""
1285,129000,193500,193,64500,"./perf_data.pl,prolog_fact,17,"perf_trace(2, 2432, 3040, 30, 456).""
1286,129100,193650,193,64550,"./perf_data.pl,prolog_fact,18,"instruction_class(2, mixed, 1.25, 0.0099).""
1287,129200,193800,193,64600,"./perf_data.pl,prolog_fact,19,"prime_invariant(2, 5).""
1288,129300,193950,193,64650,"./perf_data.pl,prolog_fact,20,"harmonic_layer(2, 5).""
1289,129400,194100,194,64700,"./perf_data.pl,prolog_fact,21,"perf_trace(3, 3272, 4090, 40, 613).""
1290,129500,194250,194,64750,"./perf_data.pl,prolog_fact,22,"instruction_class(3, mixed, 1.25, 0.0098).""
1291,129600,194400,194,64800,"./perf_data.pl,prolog_fact,23,"prime_invariant(3, 7).""
1292,129700,194550,194,64850,"./perf_data.pl,prolog_fact,24,"harmonic_layer(3, 7).""
1293,129800,194700,194,64900,"./perf_data.pl,prolog_fact,25,"perf_trace(4, 4128, 5160, 51, 774).""
1294,129900,194850,194,64950,"./perf_data.pl,prolog_fact,26,"instruction_class(4, mixed, 1.25, 0.0099).""
1295,130000,195000,195,65000,"./perf_data.pl,prolog_fact,27,"prime_invariant(4, 11).""
1296,130100,195150,195,65050,"./perf_data.pl,prolog_fact,28,"harmonic_layer(4, 11).""
1297,130200,195300,195,65100,"./perf_data.pl,prolog_fact,29,"perf_trace(5, 5000, 6250, 62, 937).""
1298,130300,195450,195,65150,"./perf_data.pl,prolog_fact,30,"instruction_class(5, mixed, 1.25, 0.0099).""
1299,130400,195600,195,65200,"./perf_data.pl,prolog_fact,31,"prime_invariant(5, 13).""
1300,130500,195750,195,65250,"./perf_data.pl,prolog_fact,32,"harmonic_layer(5, 13).""
1301,130600,195900,195,65300,"./perf_data.pl,prolog_fact,33,"perf_trace(6, 5888, 7360, 73, 1104).""
1302,130700,196050,196,65350,"./perf_data.pl,prolog_fact,34,"instruction_class(6, mixed, 1.25, 0.0099).""
1303,130800,196200,196,65400,"./perf_data.pl,prolog_fact,35,"prime_invariant(6, 17).""
1304,130900,196350,196,65450,"./perf_data.pl,prolog_fact,36,"harmonic_layer(6, 17).""
1305,131000,196500,196,65500,"./perf_data.pl,prolog_fact,37,"perf_trace(7, 6792, 8490, 84, 1273).""
1306,131100,196650,196,65550,"./perf_data.pl,prolog_fact,38,"instruction_class(7, mixed, 1.25, 0.0099).""
